en,id
do you want it gift wrapped ?,apa anda ingin ini dibungkus ?
do you want me to wait here ?,kamu ingin aku menunggu di sini ?
do you want to eat anything ?,apa kau ingin makan sesuatu ?
does tom like cheeseburgers ?,apakah tom suka burger keju ?
does tom like sci-fi movies ?,apakah tom suka film fiksi ilmiah ?
dogs run faster than people .,anjing berlari lebih cepat dari manusia .
do not be like everyone else .,jangan jadi seperti yang lain .
do not be noisy in this room .,jangan ribut di ruangan ini .
do not eat too many hot dogs .,jangan makan hot dog terlalu banyak .
do not go .  stay here with me .,jangan pergi .  tinggallah di sini bersamaku .
do not make me go back there .,jangan membuatku kembali ke sana .
do not touch the blue button .,jangan sentuh tombol biru .
do not walk alone after dark .,jangan berjalan seorang diri setelah hari menjadi gelap .
earth is a beautiful planet .,bumi adalah planet yang indah .
everyone is waiting for you .,semua orang menunggumu .
everyone knows you are lying .,semua orang tahu kamu berbohong .
"finally ,  he lost his temper .",akhirnya dia kehilangan kesabaran .
"first think ,  and then speak .","pikir dulu ,  lalu ngomong"
france is in western europe .,perancis ada di eropa barat .
have you ever been to japan ?,apakah kamu pernah ke jepang ?
have you ever donated blood ?,apa kau pernah mendonorkan darah ?
have you ever eaten insects ?,apakah anda pernah makan serangga ?
have you forgotten about me ?,apakah kau telah melupakanku ?
have you had dinner already ?,kamu sudah makan malam ?
have you had dinner already ?,apa kau sudah makan malam ?
have you washed the car yet ?,sudahkah kau mencuci mobilnya ?
have you washed the car yet ?,apa kau sudah mencuci mobilnya ?
he breathed his last breath .,dia menghembuskan nafas terakhirnya .
he did a very foolish thing .,dia melakukan hal yang sangat bodoh .
he did not dare say anything .,dia tidak berani berkata apa-apa .
he did not dare say anything .,dia tidak berani mengatakan apa pun .
he does not watch tv at all .,dia tidak menonton tv sama sekali .
he does not care about money .,dia tidak peduli dengan uang .
he does not want you to know .,dia tidak ingin kamu tahu .
he feels a lot better today .,dia merasa jauh lebih baik hari ini .
he gave me his phone number .,dia memberikan saya nomor teleponnya .
he has one dog and six cats .,dia punya seekor anjing dan enam ekor kucing .
he has one dog and six cats .,dia memiliki seekor anjing dan enam ekor kucing .
he has very bad handwriting .,tulisannya jelek sekali .
he is busy writing a letter .,dia sedang sibuk menulis surat .
he is unfit to be a teacher .,dia tidak layak menjadi guru .
he pretended to be sleeping .,dia pura-pura tidur .
he resigned from his office .,ia berhenti dari pekerjaannya .
he scarcely ever watches tv .,dia jarang nonton tv .
he studies american history .,dia mempelajari sejarah amerika .
he was caught by the police .,dia telah ditangkap oleh polisi .
he will come this afternoon .,dia akan datang sore ini .
his advice was very helpful .,saran darinya sangat bermanfaat .
how dangerous are ostriches ?,seberapa berbahayakah burung unta ?
how did dinner go yesterday ?,bagaimana makan malam kemarin ?
how long have you been gone ?,sudah berapa lama kamu pergi ?
how long will you stay here ?,berapa lama kau akan tinggal di sini ?
how many children are there ?,ada berapa anak di situ ?
how much did you guys spend ?,berapa banyak yang kalian habiskan ?
how much fabric did you buy ?,berapa banyak kain yang kau beli ?
how much time will you need ?,berapa banyak waktu yang kau butuhkan ?
how often do the buses come ?,seberapa sering busnya datang ?
how often does it rain here ?,seberapa sering hujan di sini ?
"hurry up ,  or you will be late .","cepat ,  nanti terlambat ."
i am dying to see her again .,aku benar-benar rindu untuk bertemu dengannya lagi .
i arrived in boston at  .,aku tiba di boston pukul  .  .
i bought a hat at the store .,aku membeli topi di toko itu .
i cannot go abroad this year .,aku tidak bisa pergi keluar negeri tahun ini .
i cannot pronounce that name .,aku tidak bisa mengucapkan nama itu .
i cannot speak french at all .,saya sama sekali tidak bisa berbahasa prancis .
i cannot stand it any longer .,aku tidak mampu menahannya lebih lama lagi .
i could not control my tears .,aku tidak bisa mengendalikan air mataku .
i could not possibly do that .,aku tidak bisa melakukannya .
i do not consider him honest .,saya tidak menganggap dia jujur .
i do not consider him honest .,saya tidak menganggapnya jujur .
i do not feel like going out .,aku sedang malas pergi keluar .
i do not know what tom wants .,aku tidak tahu apa yang tom mau .
i do not know what will happen .,aku tidak tahu apa yang akan terjadi .
i do not know where he lives .,saya tidak tahu di mana dia tinggal .
i do not like to sit outside .,aku tidak suka duduk di luar .
i do not read the newspapers .,aku tidak membaca koran .
i do not use words like that .,saya tidak menggunakan kata-kata seperti itu .
i doubt that tom will be in .,saya ragu tom akan hadir .
i drink coffee after dinner .,saya minum kopi setelah makan malam .
i expect you to be punctual .,aku ingin kamu selalu tepat waktu .
i forgot my wife is birthday .,saya lupa ulang tahun istri saya .
i forgot to lock the drawer .,aku lupa mengunci lacinya .
i guess i have lived too long .,aku rasa aku telah hidup terlalu lama .
i have just finished eating .,saya baru saja selesai makan .
i have no knife to cut with .,aku tidak punya pisau untuk memotongnya .
i have nothing better to do .,tidak ada hal lain yang bisa kulakukan .
i have not met him even once .,aku tidak pernah sekalipun bertemu dengannya .
i have not spoken to anybody .,saya belum bicara dengan siapa-siapa .
i invited them to the party .,aku mengundang mereka ke pesta .
i just did what i always do .,aku hanya melakukan yang selalu kulakukan .
i just do not have much time .,aku cuma tidak punya banyak waktu .
i know where you want to be .,aku tahu di mana kau ingin berada .
i like strawberry ice cream .,aku suka es krim stroberi .
i like to fish in the river .,saya suka memancing di sungai .
i never liked going fishing .,saya tidak pernah suka memancing .
i pushed tom into the water .,saya mendorong tom kedalam air .
i really do just want to go .,aku benar-benar cuma ingin pergi .
i really should not tell you .,sungguh seharusnya aku tidak memberitahumu .
i saw him crossing the road .,aku melihat dia menyeberang jalan .
i saw him crossing the road .,aku melihatnya menyeberang jalan .
i still think tom is guilty .,saya masih berpikir tom bersalah .
i think i know who did that .,aku rasa aku tahu siapa yang melakukan itu .
i think tom should eat more .,aku rasa tom harus makan lebih banyak .
i think it is very dangerous .,aku pikir itu sangat berbahaya .
i thought you could help me .,aku kira kau bisa membantuku .
i used to be afraid of dogs .,dulu aku takut anjing .
i usually go to bed at nine .,aku biasanya pergi tidur jam sembilan .
i want to ask you something .,aku ingin menanyakan sesuatu padamu .
i want to be as tall as tom .,saya mau setinggi tom
i want to know what that is .,aku ingin tahu apa itu .
i want to know what is funny .,saya penasaran apanya yang lucu .
i want to speak to a lawyer .,saya ingin berbicara dengan seorang pengacara .
i want to study mathematics .,saya ingin belajar matematika .
i want you guys to meet tom .,aku ingin kalian bertemu dengan tom .
i was absent from the party .,aku tidak hadir dalam pesta itu .
"i was born october  ,   .",saya lahir pada tanggal  oktober  .
i was starting to lose hope .,aku mulai putus asa .
i went to the zoo yesterday .,aku pergi ke kebun binatang kemarin .
i will get it back from tom .,aku akan mengambilnya kembali dari tom .
i wish we had your problems .,masalah kami lebih buruk ketimbang masalah kalian .
i wish you a happy birthday .,aku ucapkan selamat ulang tahun .
i wish you were close to me .,aku harap kau berada dekat denganku .
i wish you would told me before .,andai saja kau memberitahuku sebelumnya .
i will not ever eat here again .,aku tidak akan pernah makan di sini lagi .
i will not talk to him anymore .,aku tidak akan berbicara dengannya lagi .
i wonder what it feels like .,aku penasaran bagaimana rasanya .
i wonder why tom needs that .,saya heran mengapa tom membutuhkannya .
i wonder why nobody told me .,saya heran kenapa tak seorang pun memberi tahu saya .
i would rather stay at home .,aku lebih memilih tinggal di rumah .
i wrote a letter in english .,saya menulis surat dalam bahasa inggris .
i would like to know the reason .,saya ingin tahu alasannya
i would like to see your father .,aku ingin bertemu dengan ayahmu .
i will be back in three hours .,saya akan kembali dalam tiga jam .
i will be back within an hour .,aku akan kembali dalam waktu satu jam .
i will clean my room tomorrow .,besok aku akan membersihkan kamarku .
i will get you another lawyer .,aku akan mencarikanmu pengacara yang lain .
i will have to think about it .,aku akan memikirkannya dulu .
i will never forget the sight .,aku tidak akan pernah melupakan pemandangan itu .
i am always surprised by him .,dia selalu membuatku terkejut .
i am curious about one thing .,aku penasaran tentang satu hal .
i am glad i was able to help .,saya senang bisa membantu .
i am going to hawaii by ship .,aku pergi ke hawaii dengan kapal .
i am going to go make dinner .,aku akan membuat makan malam .
i am going to propose to her .,aku akan melamarnya .
i am going to tell the truth .,aku akan mengatakan kebenaran .
i am going to tell the truth .,saya akan mengatakan yang sebenarnya .
"i am just looking ,  thank you .","tidak terima kasih ,  saya hanya melihat-lihat saja ."
i am looking for another job .,saya sedang mencari pekerjaan yang lain .
i am more beautiful than you .,aku lebih cantik darimu .
i am not going to drink this .,saya tidak akan minum ini .
i am not here for a vacation .,saya tidak berada di sini untuk berlibur .
i am not here for a vacation .,aku tidak di sini untuk liburan .
i am not sure where to start .,aku tidak tahu mulai dari mana .
i am not used to the job yet .,saya belum terbiasa dengan pekerjaan itu .
i am pretty sure tom is lying .,aku cukup yakin bahwa tom berbohong .
i am really glad you are here .,aku sangat senang kamu ada di sini .
i am sorry to disappoint you .,aku minta maaf sudah mengecewakanmu .
i am taking a walk in a park .,aku berjalan-jalan di taman .
i am the one that is to blame .,akulah satu-satunya yang bersalah .
i am the one who got injured .,sayalah yang terluka .
i am very proud of my father .,saya sangat bangga dengan ayah saya .
i have been waiting for hours .,i telah menunggu beberapa jam .
i have caught a terrible cold .,aku terkena flu berat .
i have climbed mt .  fuji twice .,aku telah mendaki gunung fuji dua kali .
i have never climbed mt .  fuji .,aku belum pernah mendaki gunung fuji .
i have updated the blog entry .,aku sudah memperbarui entri blognya .
"if tom wants to go ,  let him .","jika tom ingin pergi ,  biarkan dia ."
"if tom wants to go ,  let him .","jika tom ingin pergi ,  biarkan saja ."
"in japan ,  it is now  a . m .","di jepang ,  sekarang  pagi ."
is something wrong with you ?,kamu kenapa ?
is there a cat on the table ?,apa ada kucing di atas meja ?
is this water okay to drink ?,apa air ini baik untuk diminum ?
it happened a long time ago .,itu terjadi dahulu kala .
it is more than i can stand .,ini sudah diluar batas kemampuanku .
it is nice to see you again .,senang bertemu kamu lagi .
it seems that tom was lying .,kelihatannya tom berbohong .
it takes courage to succeed .,diperlukan keberanian untuk berhasil .
it was tom who told me that .,tom yang memberitahukan saya soal itu .
it is an ecological disaster .,ini adalah sebuah bencana ekologis .
it is been snowing all night .,salju turun sepanjanng malam .
it is exactly what i thought .,tepat seperti yang kupikirkan .
it is not far from the hotel .,itu tidak jauh dari hotel .
it is only a ten-minute walk .,hanya sepuluh menitan berjalan kaki .
it is six degrees below zero .,enam derajat dibawah nol .
it is very cold this evening .,sore ini sangat dingin .
leave the book where it was .,tinggalkan buku di tempat asalnya .
let me give you some advice .,aku akan memberimu sedikit nasihat .
let us know where you will be .,beritahu kami di mana kamu berada ?
let your hair down a little .,"santai saja ,  tidak usah khawatir ."
let is go back to the office .,mari kembali ke kantor .
let is meet again in october .,mari bertemu lagi pada bulan oktober .
let is talk over a cold beer .,mari kita mengobrol sambil minum bir dingin .
lincoln set the slaves free .,lincoln membebaskan para budak itu .
lincoln set the slaves free .,lincoln membebaskan para budak .
linux can be hacked as well .,linux juga bisa diretas .
mary is tom is sister-in-law .,mary adalah saudara ipar tom .
maybe i should not stay here .,mungkin seharusnya aku tidak menetap di sini .
maybe tom should not be here .,mungkin tom seharusnya tidak berada di sini .
maybe what you said is true .,mungkin yang kamu katakan itu benar .
milk gives me a stomachache .,susu membuatku sakit perut .
most people think i am crazy .,banyak orang mengira aku gila .
my blood type is a positive .,golongan darah saya adalah a positif .
my children go to bed early .,anak-anakku tidur lebih cepat .
my daughter likes egg yolks .,anak perempuanku suka kuning telur .
my favorite color is orange .,warna favorit saya adalah jingga .
my favorite color is orange .,warna kesukaanku adalah oranye .
my favorite sport is skiing .,olahraga favoritku adalah bermain ski .
my grandfather was a farmer .,kakekku dulunya adalah seorang petani .
my hair started falling out .,rambut saya mulai rontok .
my hobby is writing stories .,hobiku menulis cerita .
my house faces to the south .,rumahku menghadap selatan .
my mother has four brothers .,ibuku memiliki  saudara laki-laki .
my schedule is rather tight .,jadwalku lumayan padat .
no one knows where he lives .,tidak ada yang tahu dia tinggal di mana .
no one wants that to happen .,tidak ada yang ingin itu terjadi .
nobody knows where he lives .,tidak ada yang tahu dia tinggal di mana .
nobody wants that to happen .,tidak ada yang ingin itu terjadi .
not all policemen are brave .,tidak semua polisi itu pemberani .
open your book to page nine .,buka bukumu ke halaman sembilan .
our flight has been delayed .,penerbangan kami telah ditunda .
our flight has been delayed .,penerbangan kita tertunda .
parties can be a lot of fun .,pesta bisa jadi sangat menyenangkan .
perhaps tom is in australia .,mungkin tom di australia .
perhaps he missed the train .,mungkin dia tadi ketinggalan kereta .
please do not be angry at me .,tolong jangan marah padaku .
please do not make fun of me .,tolong jangan permainkan saya .
please do not touch anything .,tolong jangan sentuh apa pun .
please tell me your address .,tolong beritahukan alamat anda .
pollution can be controlled .,polusi bisa dikontrol .
pollution can be controlled .,pencemaran bisa dikendalikan .
rice grows in warm climates .,padi tumbuh di iklim yang hangat .
say goodbye to your friends .,pamitlah pada teman-temanmu .
"see what the problem is ,  ok ?","lihatlah permasalahannya ,  oke ?"
she allowed him to go alone .,ia membolehkannya pergi sendirian .
she did not tell me her name .,dia tidak memberitahuku namanya .
she disappeared in the dark .,dia menghilang dalam kegelapan .
she is really a good singer .,dia benar-benar penyanyi yang baik .
she looked at me and smiled .,dia melihatku dan tersenyum .
she smiled and said goodbye .,dia tersenyum dan mengatakan selamat tinggal .
she was my first girlfriend .,dia pacar pertamaku .
she was robbed of her purse .,dompetnya dicuri .
smoking in bed is dangerous .,merokok di tempat tidur itu berbahaya .
something leaked in the bag .,ada yang bocor di dalam tas .
sometimes that just happens .,terkadang itu terjadi .
tennis is my favorite sport .,tenis adalah olahraga kesukaanku .
thank you for your interest .,terima kasih atas ketertarikan anda .
thanks for your quick reply .,terima kasih telah membalasnya dengan cepat .
that book is not interesting .,buku itu tidak menarik .
that is not our only problem .,itu bukan satu-satunya masalah kita .
that looks suspicious to me .,itu tampak mencurigakan bagiku .
that statement is incorrect .,pernyataan itu tidak benar .
that store sells men is wear .,toko itu menjual pakaian pria .
that was a beautiful speech .,itu adalah pidato yang indah .
that is not what i asked you .,bukan itu yang saya tanyakan kepada anda .
that is not what i asked you .,bukan itu yang aku tanyakan kepadamu .
that is the only possibility .,hanya itu kemungkinannya .
that is what i am looking for .,itu yang sedang kucari .
the jacksons live in boston .,keluarga jackson tinggal di boston .
the audience appeared bored .,penonton tersebut nampak bosan .
the audience appeared bored .,para hadirin nampak bosan .
the bathroom door is locked .,pintu kamar mandi terkunci .
the fish tasted like salmon .,ikan itu rasanya seperti salmon .
the following tips can help .,tips berikut dapat membantu .
the gate is closed at eight .,gerbangnya ditutup jam delapan .
the guests will arrive soon .,para tamu akan segera tiba .
the ice is two inches thick .,es ini tebalnya dua inci .
the island is warm all year .,pulau itu hangat sepanjang tahun .
the library was not open yet .,perpustakaannya belum buka .
the medicine made me sleepy .,obat itu membuatku mengantuk .
the meeting begins at three .,rapatnya akan dimulai pada pukul tiga .
the meeting was almost over .,rapatnya sudah hampir selesai .
the roof of my house is red .,atap rumahku merah .
the sky has become overcast .,langitnya menjadi mendung .
the taxi is waiting outside .,taksi itu menunggu di luar .
the television does not work .,televisi tidak berfungsi .
the test result is negative .,hasil tesnya negatif .
the work was very difficult .,pekerjaan itu sangat sulit .
their flag is blue and gold .,bendera mereka berwarna biru dan emas .
there are many pagodas here .,ada banyak pagoda di sini .
there are no canadians here .,tidak ada orang kanada di sini .
there is no place like home .,"hujan emas di negeri orang ,  hujan batu di negeri sendiri ,  baik jua di negeri sendiri ."
there is a rat in the garage .,ada tikus di garasi .
there is someone in the hall .,ada seseorang di aula .
they died one after another .,mereka mati satu per satu .
they grind wheat into flour .,mereka menggiling gandum menjadi tepung .
they left one after another .,mereka pergi satu per satu .
they painted their toenails .,mereka mengecat kuku kaki mereka .
they still have not woken up .,mereka masih belum bangun .
they were caught red-handed .,mereka tertangkap basah .
this bottle holds one liter .,botol ini memuat satu liter .
this flag is very beautiful .,bendera ini sangat indah .
this flag is very beautiful .,bendera ini cantik sekali !
this house is scorpion-free .,rumah ini bebas kalajengking .
this is all very disturbing .,semua ini sangat menganggu .
this method is sure to work .,metode ini pasti bekerja .
this room has three windows .,ada tiga jendela di ruangan ini .
this room is not very large .,ruangan ini tidak terlalu besar .
this room will soon heat up .,ruangan ini akan segera menjadi lebih hangat .
this rose is very beautiful .,mawar ini sangat indah .
this song reminds me of tom .,lagu ini mengingatkanku pada tom .
this water is safe to drink .,air ini aman diminum .
to love life is to love god .,mencintai kehidupan adalah mencintai tuhan .
tom and i both like sailing .,tom dan aku sama-sama suka berlayar .
tom and i explored the cave .,tom dan aku menjelajahi gua itu .
tom asks too many questions .,tom terlalu banyak bertanya .
tom decided to quit smoking .,tom memutuskan untuk berhenti merokok .
tom did most of the talking .,tom yang paling banyak berbicara .
tom does not even own a suit .,bahkan sebuah jas saja tom tidak punya .
tom does not have a computer .,tom tidak punya komputer .
tom does not like spicy food .,tom tidak suka makanan pedas .
tom dug a grave for his dog .,tom menggali kuburan untuk anjingnya .
tom failed to persuade mary .,tom gagal membujuk mary .
tom finally gave up smoking .,akhirnya tom berhenti merokok .
tom got home after midnight .,tom sampai di rumah lewat tengah malam .
tom has a very thick accent .,tom memiliki aksen yang sangat kental .
tom has everything he needs .,tom memiliki semua yang ia butuhkan .
tom has high blood pressure .,tom punya darah tinggi .
tom is a university student .,tom adalah mahasiswa .
tom is at his uncle is place .,tom ada di rumah pamannya .
tom is drinking apple juice .,tom lagi minum jus apel .
tom is going to arrive soon .,tom akan segera sampai .
tom is liked by his friends .,tom disukai teman-temannya .
"tom is lying in bed ,  asleep .","tom terbaring di tempat tidur ,  terlelap ."
tom is my son is best friend .,tom adalah sahabat anakku .
tom is obsessed with trains .,tom terobsesi dengan kereta api .
tom is peeling the potatoes .,tom sedang mengupasi kentang-kentangnya .
tom is playing with his son .,tom bermain dengan anak laki-lakinya .
tom is relocating to boston .,tom pindah ke boston .
tom is resting under a tree .,tom sedang beristirahat di bawah pohon .
tom is too drunk to do that .,tom terlalu mabuk untuk melakukan itu .
tom is waiting for mary now .,tom sedang menunggu mary sekarang .
tom is with his parents now .,tom sekarang bersama orang tuanya .
tom is not going to hurt you .,tom tidak akan menyakitimu .
tom is not used to city life .,tom tidak terbiasa dengan kehidupan kota .
tom knows a lot about music .,tom tahu banyak tentang musik .
tom knows that he cannot win .,tom tahu kalau dia tidak bisa menang .
tom knows there is a problem .,tom tahu ada masalah .
tom left school an hour ago .,tom meninggalkan sekolah sejam yang lalu .
tom left without telling me .,tom pergi tanpa memberitahuku .
tom let go of mary is wrists .,tom melepaskan pergelangan tangan mary .
tom lives in boston as well .,tom juga tinggal di boston .
tom looks a little confused .,tom terlihat sedikit kebingungan .
"tom looks tired ,  does not he ?",bukankah tom terlihat lelah ?
tom may not know the answer .,tom mungkin tidak tahu jawabannya .
tom met mary at the airport .,tom bertemu dengan mary di bandara .
tom misses his family a lot .,tom sangat merindukan keluarganya .
tom never even said goodbye .,tom tidak pernah mengatakan selamat tinggal .
tom picked a lot of flowers .,tom memetik banyak bunga .
tom proofread my manuscript .,tom memeriksa tulisan saya .
tom ran back into the woods .,tom berlari kembali ke hutan .
tom ran out into the street .,tom berlari keluar ke jalan .
tom really likes mary a lot .,tom sangat menyukai mary .
tom said he had a birthmark .,tom bilang dia punya tanda lahir .
tom said he was not canadian .,tom bilang dia bukan orang kanada .
tom said that for the laugh .,tom mengatakannya sebagai hiburan .
tom said that he is innocent .,tom berkata dia tidak bersalah .
tom said that he is innocent .,tom bilang dia tidak bersalah .
tom saw mary at the airport .,tom melihat mary di bandara .
tom says everyone does that .,tom mengatakan semua orang melakukannya .
tom seemed to be very tired .,tom kellihatannya sangat kelelahan .
tom seems a little confused .,tom sepertinya agak kebingungan .
tom seems to be sympathetic .,tom terlihat bersimpati .
tom should not even be there .,tom bahkan tidak semestinya berada di sana .
tom solved all the problems .,tom telah menyelesaikan semua masalahnya .
tom thanked me for the gift .,tom berterima kasih atas hadiah yang aku berikan padanya .
tom tried to commit suicide .,tom mencoba untuk bunuh diri .
tom wants to climb mt .  fuji .,tom ingin mendaki gunung fuji .
tom was completely worn out .,tom benar-benar kelelahan .
tom was friends with my son .,tom dulu berteman dengan anak saya .
tom was raised by his uncle .,tom dibesarkan oleh pamannya .
tom was sleeping in his car .,tom sedang tidur di dalam mobilnya .
tom will be our interpreter .,tom akan menjadi interpreter kita .
"tom will be there ,  will not he ?","tom akan ada di sana ,  kan ?"
tom will explain everything .,tom akan menjelaskan semuanya .
tom wished he had more time .,tom berharap dia memiliki waktu yang lebih panjang .
tom is mother is a housewife .,ibu tom seorang ibu rumah tangga .
tom is paintings were burned .,lukisan tom dibakar .
tom is paintings were burned .,lukisan-lukisan tom dibakar .
tomorrow is when i get paid .,besok adalah hari di mana aku akan mendapatkan gaji .
try this on .  it is your size .,cobalah yang ini .  ini ukuranmu .
wait until tomorrow morning .,tunggulah hingga besok pagi .
wait until tomorrow morning .,tunggu sampai besok pagi !
wake me up at eight o'clock .,bangunkan saya pada pukul delapan
wake me up at eight o'clock .,bangunkan aku jam delapan tepat .
we are not like tom and mary .,kami tidak seperti tom dan mary .
we ate a very delicious pie .,kami memakan pai yang sangat enak .
we bought a washing machine .,kita membeli mesin cuci .
we cannot sell that bracelet .,kita tidak bisa menjual gelang itu .
we could just leave it here .,kita bisa meninggalkannya di sini .
we do not know our neighbors .,kami tidak mengenal tetangga-tetangga kami .
we got lost on our way here .,kita tersesat dalam perjalanan ke sini .
we have two television sets .,kami memiliki dua buah televisi .
we leave tomorrow afternoon .,kami berangkat besok siang .
we thought you were singing .,kami pikir kamu lagi nyanyi
we were next-door neighbors .,kami dulu saling bertetangga .
we would like to speak with you .,kami ingin berbicara dengan anda .
we will do what tom suggested .,kita akan melakukan yang tom sarankan .
we will do what tom suggested .,kami akan melakukan yang tom sarankan .
we will never know the reason .,kita tidak akan pernah tahu alasannya .
we will see who answers first .,kita lihat siapa yang akan menjawabnya terlebih dahulu .
we are going to watch a play .,kami akan pergi melihat sebuah pementasan drama .
we are not going to die here .,kita tidak akan mati di sini .
we are not like tom and mary .,kami tidak seperti tom dan mary .
we are trying to protect you .,kami berusaha melindungimu .
we have made a final decision .,kami telah membuat keputusan terakhir .
"well ,  should we get started ?","baiklah ,  mau mulai sekarang ?"
what are they going to find ?,apa yang akan mereka temukan ?
what are you all looking at ?,kamu sedang melihat apa ?
what are you going to drink ?,kamu mau minum apa ?
what are you going to drink ?,kau mau minum apa ?
what are you going to drink ?,mau minum apa ?
what are you going to drink ?,apa yang ingin kau minum ?
what are you thinking about ?,apa yang sedang kamu pikirkan ?
what color is tom is sweater ?,apa warna sweter tom ?
what do you do for a living ?,apa pekerjaanmu ?
what do you think of reggae ?,apa pendapat anda tentang reggae ?
what do you think of reggae ?,apa pendapatmu tentang reggae ?
what do you want to do next ?,apa yang ingin kamu lakukan selanjutnya ?
what impressed tom the most ?,hal apa yang paling berkesan bagi tom ?
what is the matter with you ?,ada apa denganmu ?
what languages do you speak ?,kamu bisa bicara bahasa apa saja ?
what size shoes do you wear ?,berapa ukuran sepatu yang kamu kenakan ?
what sport do you like best ?,olahraga apa yang paling anda sukai ?
what time does school begin ?,jam berapa kegiatan sekolah akan dimulai ?
what time should i check in ?,pada pukul berapa saya harus lapor masuk ?
what will the neighbors say ?,apa kata tetangga ?
what would i do without you ?,apa yang akan kulakukan tanpamu ?
what is done cannot be undone .,nasi sudah menjadi bubur .
what is in your refrigerator ?,apa yang ada di dalam kulkasmu ?
what is your daughter is name ?,siapa nama anak perempuanmu ?
what is your favorite number ?,apa angka favoritmu ?
"when i woke up ,  he was gone .","ketika aku bangun ,  dia sudah pergi ."
when did you try doing that ?,kapan kamu mencoba melakukan hal tersebut ?
when is a good time for you ?,kamu bisanya kapan ?
when will you be doing that ?,kapan kamu akan melakukan itu ?
where are we eating tonight ?,kami makan di mana malam ini ?
where are you going to hide ?,ke mana kamu akan bersembunyi ?
where did you buy that book ?,di mana kamu membeli buku itu ?
where do you think he lives ?,menurutmu dia tinggal di mana ?
where will you eat tomorrow ?,besok kamu akan makan di mana ?
which house did you live in ?,rumah mana yang kamu tinggali ?
which house did you live in ?,kau tinggal di rumah yang mana ?
which is your favorite team ?,tim mana yang kamu favoritkan ?
which one is more expensive ?,yang mana yang lebih mahal ?
which team are you a fan of ?,tim mana yang kamu gemari ?
who is your favorite author ?,pengarang favoritmu siapa ?
who will you be coming with ?,dengan siapa kamu akan datang ?
who is your favorite teacher ?,siapa guru yang paling kamu suka ?
why are you in such a hurry ?,mengapa kamu terburu-buru seperti itu ?
why are you in such a hurry ?,kenapa kamu begitu tergesa-gesa .
why are you in your pajamas ?,kenapa kamu mengenakan piyama ?
why did she come home early ?,kenapa dia pulang lebih awal ?
why did you buy the flowers ?,kenapa kamu beli bunga-bunga itu ?
why do horses wear blinders ?,kenapa kuda memakai pelindung mata ?
why do you hate tom so much ?,kenapa kamu begitu benci sama tom ?
why not have dinner with us ?,kenapa tidak makan malam bersama kami ?
wooden chairs are expensive .,kursi kayu sangat mahal .
would you like to go abroad ?,apa kamu ingin pergi ke luar negeri ?
you can go home if you like .,"kalau kamu mau ,  kamu bisa pulang lebih awal ."
you cannot handle this alone .,kamu tidak bisa menangani ini sendirian .
"you do want that ,  do not you ?","kamu menginginkannya ,  bukan ?"
you have a beautiful sister .,saudarimu cantik .
you have to clean your room .,kamu harus membersihkan kamarmu .
you have to read everything .,anda harus membaca semuanya .
you have to read everything .,kamu harus membaca segalanya .
you have to read everything .,kalian harus membaca apa pun .
you have very acute hearing .,kamu memiliki pendengaran yang tajam .
you look as healthy as ever .,kau terlihat sehat seperti biasanya .
you may leave your bag here .,kau bisa meninggalkan tasmu di sini .
you need to be more careful .,kau perlu lebih berhati-hati lagi .
you need to be more careful .,kau perlu lebih cermat lagi .
you probably do not remember .,kamu mungkin tidak mengingatnya .
you should ask tom directly .,kamu perlu bertanya langsung ke tom .
you should just talk to tom .,kamu seharusnya langsung berbicara dengan tom .
"you should not be alone ,  tom .","anda seharusnya tidak sendirian ,  tom ."
"you will not be late ,  will you ?","kau tidak akan terlambat ,  bukan ?"
you would better leave us alone .,tinggalkan kami sendiri .
"you will come back ,  will not you ?","kamu akan kembali ,  'kan ?"
you are really a hard worker .,kau benar-benar seorang pekerja keras .
you are thirty minutes early .,kamu lebih cepat tiga puluh menit .
you have got to be kidding me !,kau pasti bercanda !
your hand is as cold as ice .,tanganmu sedingin es .
your opinion is interesting .,pendapat anda menarik .
your wife is in your office .,istri anda ada di kantor anda .
a banker is life is difficult .,kehidupan seorang bankir itu sulit .
all the members were present .,semua anggota hadir .
all who knew him admired him .,semua orang yang mengenalnya mengaguminya .
allow me to introduce myself .,izinkan saya memperkenalkan diri .
apples are sold by the dozen .,apel-apel dijual per lusin .
apples are sold by the dozen .,apel dijual per lusin .
are there any letters for me ?,apakah ada surat untukku ?
are they japanese or chinese ?,mereka itu orang jepang atau orang cina ?
are you angry at what i said ?,apakah kamu marah pada apa yang aku katakan ?
are you guys sure about this ?,apa kalian yakin dengan hal ini ?
are you meeting someone here ?,apakah kau akan menemui seseorang di sini ?
are you the person in charge ?,apakah kau adalah orang yang bertugas di sini ?
ask tom what he wants to eat .,tanyakan pada tom apa yang ingin dia makan .
be careful !  the floor is wet .,hati-hati !  lantainya basah .
both of his parents are well .,kedua orang tuanya baik-baik saja .
could you send me a brochure ?,bisakah kau mengirimiku sebuah brosur ?
divide this among yourselves .,bagilah ini di antara kalian .
do you ever work on weekends ?,pernahkah kamu bekerja di akhir pekan ?
do you have feelings for tom ?,apakah kamu memiliki perasaan terhadap tom ?
do you have something to say ?,apa ada sesuatu yang ingin kau katakan ?
do you know what is happening ?,apa kau tahu apa yang sedang terjadi ?
do you live with your family ?,apakah kamu tinggal bersama keluargamu ?
do you often have nosebleeds ?,apakah anda sering mimisan ?
